Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,true_label,anomaly_score,predicted_anomaly,original_label
80,108686,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,107033.1045,82.80735329,13585.75,37962.50938,107537,4,784,392.0,415.7787873,686,98,108591,21718.2,47975.24747,107537,4,0,0,0,0,72,132,27.6024511,55.2049022,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1,0.5408304,1,DDoS
80,7929188,7,4,561,11632,561,0,80.14285714,212.0380694,11632,0,2908.0,5816.0,1537.736273,1.387279505,792918.8,1739183.315,4996276,0,2932912,488818.6667,1196506.905,2931178,0,7929139,2643046.333,2513810.792,5004835,745,0,0,0,0,232,136,0.88281423,0.504465274,0,11632,1016.083333,3347.034521,11200000.0,0,0,0,1,0,0,0,0,0,1108.454545,80.14285714,2908.0,232,0,0,0,0,0,0,7,561,4,11632,29200,236,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1,5.03484,1,DoS GoldenEye
80,101671122,9,5,62,11601,20,0,6.888888889,5.30199124,7300,0,2320.2,3022.508098,114.7130057,0.137698884,7820855.538,26400000.0,95500000,0,102000000,12700000.0,33500000.0,95500000,0,135956,33989.0,53536.3468,112758,46,0,0,0,0,192,112,0.088520711,0.049178173,0,7300,777.9333333,1970.892563,3884417.495,0,0,0,0,1,0,0,0,0,833.5,6.888888889,2320.2,192,0,0,0,0,0,0,9,62,5,11601,256,229,7,20,6.0,0.0,6,6,50800000.0,63300000.0,95500000,6002822,1,2.0830686,1,DDoS
80,85072240,5,7,340,11595,328,0,68.0,145.3753762,7240,0,1656.428571,2566.885263,140.2925326,0.141056589,7733840.0,25600000.0,84900000,6,84900000,21200000.0,42500000.0,84900000,982,85100000,14200000.0,34700000.0,84900000,47,0,0,0,0,144,232,0.058773579,0.08228301,0,7240,918.5384615,1997.479938,3989926.103,1,0,0,0,0,0,0,0,1,995.0833333,68.0,1656.428571,144,0,0,0,0,0,0,5,340,7,11595,0,235,2,20,10996.0,0.0,10996,10996,84900000.0,0.0,84900000,84900000,1,7.278727,1,DoS Hulk
726,55,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,145454.5455,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,18181.81818,18181.81818,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1,0.016530825,0,PortScan
21,8747384,9,15,109,188,23,0,12.11111111,9.778093429,34,0,12.53333333,14.54975045,33.95300812,2.743677424,380321.0435,987306.9026,3016737,3,5866256,733282.0,1357663.579,3058469,48,8747239,624802.7857,1218659.516,3016737,3,0,0,0,0,296,488,1.028879034,1.71479839,0,34,11.88,12.70931417,161.5266667,0,0,0,1,0,0,0,0,1,12.375,12.11111111,12.53333333,296,0,0,0,0,0,0,9,109,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1,0.0217986,0,FTP-Patator
1098,30,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,266666.6667,66666.66667,30.0,0.0,30,30,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,33333.33333,33333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1,0.019121837,0,PortScan
254,43,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1,0.016628182,0,PortScan
80,1546987,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,15.51402824,2.585671373,515662.3333,892287.4733,1545987,4,1546987,515662.3333,892287.4733,1545987,4,0,0.0,0.0,0,0,0,0,0,0,80,0,2.585671373,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,1,0.011006487,0,DDoS
80,3902907,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,6.149262588,1.024877098,1300969.0,2253340.077,3902902,1,3902907,1300969.0,2253340.077,3902902,1,0,0.0,0.0,0,0,0,0,0,0,80,0,1.024877098,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,1,0.017171027,0,DDoS
2725,22,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,363636.3636,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,45454.54545,45454.54545,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1,0.020295275,0,PortScan
80,3186941,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,9.413415561,1.568902593,796735.25,1590806.985,3182945,3,3186941,796735.25,1590806.985,3182945,3,0,0.0,0.0,0,0,0,0,0,0,100,0,1.568902593,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,1,0.0137515515,0,DDoS
5550,63,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,126984.127,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,15873.01587,15873.01587,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1,0.017422032,0,PortScan
80,1992,4,0,6,0,6,0,1.5,3.0,0,0,0.0,0.0,3012.048193,2008.032129,664.0,1144.886021,1986,2,1992,664.0,1144.886021,1986,2,0,0.0,0.0,0,0,0,0,0,0,116,0,2008.032129,0.0,0,6,1.2,2.683281573,7.2,0,0,0,0,1,0,0,0,0,1.5,1.5,0.0,116,0,0,0,0,0,0,4,6,0,0,274,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1,0.009723571,0,DoS Hulk
22,12862406,20,33,2008,2745,640,0,100.4,141.9141327,976,0,83.18181818,217.2857356,369.52651,4.120535458,247353.9615,678539.9089,2607530,3,10300000,539635.0,933595.7559,2677455,560,12900000,401947.6875,832740.3774,2607530,3,0,0,0,0,648,1064,1.554919041,2.565616417,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,100.4,83.18181818,648,0,0,0,0,0,0,20,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,1,0.019934716,0,SSH-Patator
617,73,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,109589.0411,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,13698.63014,13698.63014,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1,0.017016543,0,PortScan
3283,47,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,170212.766,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,21276.59574,21276.59574,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1,0.0169017,0,PortScan
80,1506,5,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3320.053121,376.5,453.0794632,913,1,1506,376.5,453.0794632,913,1,0,0.0,0.0,0,0,0,0,0,0,160,0,3320.053121,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,160,0,0,0,0,0,0,5,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1,0.009659718,0,DoS Hulk
21,233,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,60085.83691,12875.53648,116.5,60.1040764,159,74,233,233.0,0.0,233,233,0,0.0,0.0,0,0,1,0,0,0,64,20,8583.690987,4291.845494,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1,0.014606593,0,FTP-Patator
2382,58,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,137931.0345,34482.75862,58.0,0.0,58,58,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,17241.37931,17241.37931,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1,0.01670648,0,PortScan
5050,22,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,363636.3636,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,45454.54545,45454.54545,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1,0.021587852,0,PortScan
13722,71,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,112676.0563,28169.01408,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,14084.50704,14084.50704,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1,0.021296171,0,PortScan
1007,44,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1,0.016646676,0,PortScan
2006,37,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,216216.2162,54054.05405,37.0,0.0,37,37,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,27027.02703,27027.02703,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1,0.017476803,0,PortScan
53,344,2,2,68,212,34,34,34.0,0.0,106,106,106.0,0.0,813953.488372093,11627.9069767442,114.6666666667,157.1506708014,294,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,0,0,0,0,64,80,5813.9534883721,5813.9534883721,34,106,62.8,39.4360241404,1555.2,0,0,0,0,0,0,0,0,1,78.5,34.0,106.0,64,0,0,0,0,0,0,2,68,2,212,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0.00067213335,0,BENIGN
53,100063078,2,2,101,161,56,45,50.5,7.7781745931,84,77,80.5,4.9497474683,2.6183483982,0.0399747847,33354359.3333333,57717275.1308627,100000528,31006,100031534,100031534.0,0.0,100031534,100031534,100032072,100032072.0,0.0,100032072,100032072,0,0,0,0,64,52,0.0199873924,0.0199873924,45,84,63.6,16.2573060499,264.3,0,0,0,0,0,0,0,0,1,79.5,50.5,80.5,64,0,0,0,0,0,0,2,101,2,161,-1,-1,1,32,31006.0,0.0,31006,31006,100000528.0,0.0,100000528,100000528,0,0.04888757,1,BENIGN
53,30494,1,1,44,72,44,44,44.0,0.0,72,72,72.0,0.0,3804.027022,65.58667279,30494.0,0.0,30494,30494,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.79333639,32.79333639,44,72,53.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,80.0,44.0,72.0,32,0,0,0,0,0,0,1,44,1,72,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0.00074799324,0,BENIGN
21,133212,20,24,176,426,43,0,8.8,12.68069399,52,0,17.75,16.49044519,4519.112392,330.3005735,3097.953488,13026.43027,75917,1,133103,7005.421053,26613.90153,116228,3,133069,5785.608696,17555.00485,75917,1,0,0,0,0,656,784,150.1366243,180.1639492,0,52,13.37777778,15.3493987,235.6040404,0,0,0,1,0,0,0,0,1,13.68181818,8.8,17.75,656,0,0,0,0,0,0,20,176,24,426,29200,227,12,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0.018984914,0,BENIGN
80,23057,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,86.74155354,23057.0,0.0,23057,23057,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,43.37077677,43.37077677,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,939,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0042694323,0,BENIGN
53,31525,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,3806.502776,63.44171293,31525.0,0.0,31525,31525,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,31.72085646,31.72085646,52,68,57.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,32,0,0,0,0,0,0,1,52,1,68,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0008664818,0,BENIGN
53,23501,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,4425.343602,85.10276158,23501.0,0.0,23501,23501,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,42.55138079,42.55138079,44,60,49.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,74.0,44.0,60.0,20,0,0,0,0,0,0,1,44,1,60,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0.00092912617,0,BENIGN
443,116354899,24,26,1707,8663,674,0,71.125,175.9743836,1460,0,333.1923077,548.1361889,89.12387952,0.429719766,2374589.776,4170708.655,10000000,3,116000000,5058908.652,4977645.595,10100000,3,112000000,4495019.32,5079217.425,10100000,3,0,0,0,0,492,528,0.206265488,0.223454278,0,1460,203.3333333,427.1501219,182457.2267,0,0,0,1,0,0,0,0,1,207.4,71.125,333.1923077,492,0,0,0,0,0,0,24,1707,26,8663,8192,5948,23,20,235243.7273,422188.8611,1508191,107825,9980714.0,60867.59202,10000000,9797462,0,0.021123724,0,BENIGN
58864,235689,2,1,38,6,38,0,19.0,26.87005769,6,6,6.0,0.0,186.6866931,12.72863816,117844.5,166569.6089,235627,62,235689,235689.0,0.0,235689,235689,0,0.0,0.0,0,0,1,0,0,0,64,20,8.485758775,4.242879388,0,38,20.5,20.35517952,414.3333333,0,1,0,0,1,0,0,0,0,27.33333333,19.0,6.0,64,0,0,0,0,0,0,2,38,1,6,31088,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0.034197904,1,BENIGN
80,45192513,9,10,336,5164,294,0,37.33333333,96.27045237,1460,0,516.4,693.896438,121.7015748,0.420423622,2510695.167,4273858.926,10100000,13,40500000,5066267.0,5364858.727,10100000,184,45100000,5014096.111,5037238.565,10100000,49,0,0,0,0,192,260,0.199148031,0.22127559,0,1460,275.0,541.6499161,293384.6316,0,0,0,1,0,0,0,0,1,289.4736842,37.33333333,516.4,192,0,0,0,0,0,0,9,336,10,5164,8192,16,8,20,97330.0,63335.38786,192333,65545,10000000.0,35694.51724,10100000,10000000,0,0.021227866,0,BENIGN
53,23450,2,2,70,126,35,35,35.0,0.0,63,63,63.0,0.0,8358.208955,170.575693,7816.666667,13532.80164,23443,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,64,85.28784648,85.28784648,35,63,46.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,57.75,35.0,63.0,40,0,0,0,0,0,0,2,70,2,126,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0.00084412174,0,BENIGN
53,24252,1,1,47,79,47,47,47.0,0.0,79,79,79.0,0.0,5195.447798,82.46742537,24252.0,0.0,24252,24252,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,41.23371268,41.23371268,47,79,57.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,86.5,47.0,79.0,20,0,0,0,0,0,0,1,47,1,79,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0.00069607014,0,BENIGN
80,115820814,16,15,435,1806,424,0,27.1875,105.8175907,1448,0,120.4,378.6654762,19.34885383,0.267654828,3860693.8,4854817.836,10000000,3,116000000,7721387.6,4151987.35,10100000,206,110000000,7884444.5,4262832.305,10100000,3,0,0,0,0,332,444,0.138144427,0.1295104,0,1448,70.03125,269.271117,72506.93448,0,0,0,1,0,0,0,0,0,72.29032258,27.1875,120.4,332,0,0,0,0,0,0,16,435,15,1806,8192,946,12,20,28712.45455,16922.20952,79597,22987,10000000.0,12633.68974,10000000,9999534,0,0.01769846,0,BENIGN
80,2611287,4,5,386,1008,380,0,96.5,189.0211628363,498,0,201.6,270.5860306816,533.8363802983,3.4465763434,326410.875,821367.065698998,2355027,34,256260,85420.0,106944.560174887,205429,206,2560833,640208.25,1144995.7494257,2355061,1188,0,0,0,0,104,112,1.5318117082,1.9147646352,0,498,139.4,222.6587822955,49576.9333333333,0,0,0,1,0,0,0,0,1,154.8888888889,96.5,201.6,104,0,0,0,0,0,0,4,386,5,1008,8192,75,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0.006543138,0,BENIGN
53,177,2,2,86,142,43,43,43.0,0.0,71,71,71.0,0.0,1288135.59322034,22598.8700564972,59.0,96.1301201497,170,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,11299.4350282486,11299.4350282486,43,71,54.2,15.3362316101,235.2,0,0,0,0,0,0,0,0,1,67.75,43.0,71.0,40,0,0,0,0,0,0,2,86,2,142,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0015824249,0,BENIGN
59118,36282,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,82.68562924,18141.0,25580.29492,36229,53,36282,36282.0,0.0,36282,36282,0,0.0,0.0,0,0,0,0,0,0,76,32,55.12375283,27.56187641,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,76,0,0,0,0,0,0,2,0,1,0,383,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0.009619276,0,BENIGN
53,193,2,2,80,144,40,40,40.0,0.0,72,72,72.0,0.0,1160621.762,20725.3886,64.33333333,70.92484285,142,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,64,64,10362.6943,10362.6943,40,72,52.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,66.0,40.0,72.0,64,0,0,0,0,0,0,2,80,2,144,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0.001362342,0,BENIGN
443,432052,16,15,853,6028,282,0,53.3125,89.16555295,1529,0,401.8666667,576.175552,15926.32368,71.75062261,14401.73333,38944.04165,207973,1,397360,26490.66667,52523.17559,207973,3,397398,28385.57143,66651.90332,242951,1,0,0,0,0,520,488,37.03257941,34.7180432,0,1529,215.03125,430.8749901,185653.2571,0,0,0,1,0,0,0,0,0,221.9677419,53.3125,401.8666667,520,0,0,0,0,0,0,16,853,15,6028,29200,122,6,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0.009027533,0,BENIGN
52824,17,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,705882.3529,117647.0588,17.0,0.0,17,17,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,58823.52941,58823.52941,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,15544,65082,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0.020140827,0,BENIGN
55886,12,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,1500000.0,250000.0,6.0,5.656854249,10,2,0,0.0,0.0,0,0,2,2.0,0.0,2,2,0,0,0,0,20,40,83333.33333,166666.6667,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,2049,252,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0.019301085,0,BENIGN
53,23718,1,1,43,59,43,43,43.0,0.0,59,59,59.0,0.0,4300.531242,84.324142,23718.0,0.0,23718,23718,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.162071,42.162071,43,59,48.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,72.5,43.0,59.0,32,0,0,0,0,0,0,1,43,1,59,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0009416954,0,BENIGN
53,296127,2,2,66,218,33,33,33.0,0.0,109,109,109.0,0.0,959.047976,13.50771797,98709.0,170964.673,296122,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,64,6.753858986,6.753858986,33,109,63.4,41.62691437,1732.8,0,0,0,0,0,0,0,0,1,79.25,33.0,109.0,40,0,0,0,0,0,0,2,66,2,218,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0006345996,0,BENIGN
443,151,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,284768.2119,19867.54967,75.5,37.4766594,102,49,151,75.5,37.4766594,102,49,0,0.0,0.0,0,0,0,0,0,0,60,0,19867.54967,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,64860,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0.008810541,0,BENIGN
443,5359847,8,5,372,3037,191,0,46.5,71.87687886,1520,0,607.4,806.2200692,636.0256179,2.425442368,446653.9167,1489124.387,5174748,27,5359847,765692.4286,1944442.039,5174748,49,110559,27639.75,30534.74609,57128,216,0,0,0,0,172,112,1.492579919,0.932862449,0,1520,243.5,531.1820997,282154.4231,0,0,0,1,0,0,0,0,0,262.2307692,46.5,607.4,172,0,0,0,0,0,0,8,372,5,3037,8192,110,7,20,185050.0,0.0,185050,185050,5174748.0,0.0,5174748,5174748,0,0.017920315,0,BENIGN
53,188,2,2,134,390,67,67,67.0,0.0,195,195,195.0,0.0,2787234.043,21276.59574,62.66666667,102.4808925,181,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,10638.29787,10638.29787,67,195,118.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,147.75,67.0,195.0,40,0,0,0,0,0,0,2,134,2,390,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0.002963559,0,BENIGN
80,2530,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1185.770751,1265.0,1784.737516,2527,3,2530,1265.0,1784.737516,2527,3,0,0.0,0.0,0,0,0,0,0,0,96,0,1185.770751,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,65535,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0099035995,0,BENIGN
443,117260581,12,13,610,4679,194,0,50.83333333,65.85222207,1430,0,359.9230769,585.6142732,45.10467162,0.213200376,4885857.542,16400000.0,58300000,4,117000000,10700000.0,23500000.0,58400000,24580,117000000,9750931.25,22700000.0,58300000,4,0,0,0,0,252,272,0.102336181,0.110864196,0,1430,203.4230769,438.279105,192088.5738,0,0,0,1,0,0,0,0,1,211.56,50.83333333,359.9230769,252,0,0,0,0,0,0,12,610,13,4679,8192,351,11,20,360497.5,157136.8044,471610,249385,58100000.0,226494.7873,58300000,58000000,0,0.04214744,1,BENIGN
443,633006,7,7,1430,3842,1108,0,204.2857143,406.1665152,1807,0,548.8571429,753.8316409,8328.515054,22.116694,48692.76923,70758.68019,150511,38,482287,80381.16667,84139.43008,168761,236,482600,80433.33333,87630.39176,168796,208,0,0,0,0,232,232,11.058347,11.058347,0,1807,351.4666667,594.456879,353378.981,0,0,0,1,0,0,0,0,1,376.5714286,204.2857143,548.8571429,232,0,0,0,0,0,0,7,1430,7,3842,29200,63,3,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0.018933598,0,BENIGN
